title,url
"금융당국 ""부동산PF 유동성 리스크 우려 커져…철저한 관리로 연착륙 유도""",https://www.sedaily.com/NewsView/29KCEPMD7C
"정태영 현대카드·커머셜 부회장 ""위기를 성장 기회로""",https://www.newsway.co.kr/news/view?tp=1&ud=2023010416315409486
범(凡)금융 신년회 화두는?... '위기감'과 '금융권의 버팀목 역할'(종합),http://www.joseilbo.com/news/news_read.php?uid=475186&class=18&grp=
"무협, 5일부터 ‘업종별 긴급 대책회의’… “복합 위기 대책 마련”",http://www.newscj.com/article/20230104580185
비현실적인 경제위기 대책,https://www.hani.co.kr/arti/opinion/column/1074458.html
[韓 경제 생존코드] ⑤ 주택시장 경착륙 막을 정책보완 '시급',http://www.inews24.com/view/1551487
[Who Is ?] 추경호 경제부총리 겸 기획재정부 장관,https://www.businesspost.co.kr/BP?command=article_view&num=302660
[책 한 모금]경제파국으로 치닫는 금융위기,https://view.asiae.co.kr/article/2023010506565560334
"[유통가 복합위기①] 지난해 3고 ‘신음’ 국내 경제, 올해도 지속된다",https://www.dailian.co.kr/news/view/1190032/?sc=Naver
"산업계-금융계, 경제위기 극복위한 보폭 넓힌다",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202301041326297540224
[기자수첩] 계속된 관치금융 논란… 무리한 압박 그만둬야,http://www.newscj.com/article/20230104580738
저성장의 늪에 빠진 경제위기 벗어날 정부 대책,https://www.sisamagazine.co.kr/news/articleView.html?idxno=479283
2023년 영국 경제예보: 계속 흐림,http://dream.kotra.or.kr/kotranews/cms/news/actionKotraBoardDetail.do?SITE_NO=3&MENU_ID=410&CONTENTS_NO=1&bbsGbn=242&bbsSn=242&pNttSn=199796
[포럼]기업 더 잘 뛰게 해야 경제위기 넘는다,http://www.munhwa.com/news/view.html?no=2023010501073111000001
"[이슈&인사이트] 다중위기 시대, 재도약 이루려면",https://www.ekn.kr/web/view.php?key=20230104010000969
"""세계경제 하반기 돼야 반등 시작…中은 4%대 성장 그칠것""",https://www.mk.co.kr/article/10597236
"尹정부 부동산 규제 풀기, 1차 목표는 ‘둔촌주공 구하기’… “미계약發 자금경색 위기 막아라”",https://biz.chosun.com/policy/policy_sub/2023/01/06/EATCL4LJ2NFTXJFPG2CNOZ2U4I/?utm_source=naver&utm_medium=original&utm_campaign=biz
재야 경제교사의 경고…경제파국으로 치닫는 금융위기 [신간],https://www.news1.kr/articles/4917156
"파격 규제완화책, '부동산發 금융불안' 돌파구 될까…업계 ""긍정적""",https://www.nocutnews.co.kr/news/5875630
"""안보 중심이었던 한미동맹 산업·경제·기술 분야로 발전해야"" [신년기획 한미동맹 70년]",https://hankookilbo.com/News/Read/A2023010120450004958?did=NA
[MT시평]위기로 시작하는 2023년,http://news.mt.co.kr/mtview.php?no=2023010415155212457
[2023 신년사⑦] 위기의 파고에서 새로운 성장 기회 모색하는 금융그룹,https://weekly.cnbnews.com/news/article.html?no=147880
"[정책금융, 부메랑] 자영업자 빚 1000兆… 금융위기 ‘뇌관’",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202301051430372380555
2023년 세계가 직면한 경제적 현실,http://www.newscham.net/news/view.php?board=news&nid=107014
"[기고]영구적 위기 시대의 생존 전략, 동적역량 키워라",http://www.segyebiz.com/newsView/20230106510935?OutUrl=naver
[韓 경제 생존코드] ⑦ '잠시 멈춘' 포털·게임…비용 감축 나선다,http://www.inews24.com/view/1555488
"[2023전미경제학회]제이슨 퍼먼 교수 ""미국 경제, 침체에 빠질 것""",https://www.sedaily.com/NewsView/29KDSDTWS5
고용위기 눈앞인데…일자리 예산 왜 줄인건가,https://www.junggi.co.kr/article/articleView.html?no=29862
"“해외수요·내수 동반 둔화…가뜩이나 희망 찾기 어려운데, 정쟁에 위기 심화”",http://news.heraldcorp.com/view.php?ud=20230107000034
이번 주 국내 주요 금융일정(1.9~13),http://www.newspim.com/news/view/20230106000807
"""부양정책 탓이 맞다 vs 아니다""…인플레이션 원인두고 2차전",https://www.hankyung.com/economy/article/202301067568i
[신간도서] 2023 미래지도,https://www.ekn.kr/web/view.php?key=20230107010001490
올해 경기침체가 가져올 고통은 이제 누구 몫인가,https://news.kbs.co.kr/news/view.do?ncd=6929523&ref=A
"“文정부, 집값 폭등 주범으로 다주택자 악마화… 진영싸움 만들어”",https://www.chosun.com/economy/real_estate/2023/01/07/T2NCFXNYTJASHL3CQU2RU4KQPQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
"특파원 보고 세계는 지금 '자폭 드론 대 하이마스, 우크라이나 전쟁/자원의 저주 콩고민주공화국'",https://www.lecturernews.com/news/articleView.html?idxno=116182
"삼성·LG도 못 버텼다…올해 한국 경제, 전례없는 위기 올까",https://www.news1.kr/articles/4917841
세계 경제 석학 “中 성장 둔화·금리 인상이 경제 질서 바꿀 것”,https://biz.chosun.com/policy/policy_sub/2023/01/08/2KKOD3WLTJBW3HJEK66PANVTLA/?utm_source=naver&utm_medium=original&utm_campaign=biz
[韓 경제 생존코드]⑧ '금리의 역습' 부실 방파제 세운다,http://www.inews24.com/view/1556257
'안정 속 혁신'으로 … 금융산업 위기극복 한마음,https://www.mk.co.kr/article/10597965
"中, 연초부터 헝다發 경제위기 먹구름 [김규환의 핸디 차이나]",https://www.dailian.co.kr/news/view/1190911/?sc=Naver
[천왕봉]'R의 공포'와 '좋은 위기',http://www.gnnews.co.kr/news/articleView.html?idxno=519115
"[SR경제&라이프] 금융당국, 과도한 대출금리 인상 모니터링 강화",http://www.srtimes.kr/news/articleView.html?idxno=127409
"2023년 글로벌 트렌드는 ...""혼돈의 세계 경제""",http://www.efnews.co.kr/news/articleView.html?idxno=100911
"[기획] 中企, 글로벌 경제 위기에 '좌절'",http://www.m-i.kr/news/articleView.html?idxno=978040
<2023 신년 특집> (6) 금융시장의 향방과 주요 이슈,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=4642
"""금융위기 가능성 적다""…한은의 근거 있는 자신감 [조미현의 BOK 워치]",https://www.hankyung.com/economy/article/202301090671i
[韓 경제 생존코드] ⑨ 위기의 증권업계…경영 안정화에 총력,http://www.inews24.com/view/1551510
"韓 부동산 거품붕괴, 복합위기로 번질 우려...“新금융안전망 구축해야”",http://www.joseilbo.com/news/news_read.php?uid=475564&class=18&grp=
[부동산 10년]④ 금융위기보다 커진 ‘깡통전세’ 우려… 전세의 월세화도 가속,https://biz.chosun.com/real_estate/real_estate_general/2023/01/09/QEQ6YJKMERDAZEPZQUEH2K6BDA/?utm_source=naver&utm_medium=original&utm_campaign=biz
[기고] 중견기업을 경제위기 극복 공격수로,https://www.mk.co.kr/article/10599669
[기자수첩] 금융혼란과 은행권의 자세,http://www.metroseoul.co.kr/article/20230109500513
"(신년좌담회) 두 경제학자의 시선 - 값비싼 전기 비효율적으로 사용, 미래세대에 부담...장기적 경제성장 논의 해야",https://www.electimes.com/news/articleView.html?idxno=313931
[고광본 선임기자의 청론직설] “퍼펙트스톰 속 경제 붕괴 우려…대한민국 생존에 정치 리스크 가장 커”,https://www.sedaily.com/NewsView/29KEQANL9O
[오전 주요 국제금융뉴스] (9일),http://news.einfomax.co.kr/news/articleView.html?idxno=4249837
"[변양호·김성식 신년 경제 대담] “블랙스완 여러 곳, 여러 마리…새해 위기 방어에 역량 모아야”",http://economychosun.com/client/news/view.php?boardName=C03&t_num=13614013
비은행권 부동산PF 115조 '역대 최대'…경제위기 '뇌관' 되나,http://news.tvchosun.com/site/data/html_dir/2023/03/26/2023032690077.html
"""금융위기 재발 조짐""… 경제전망 넘보는 구글AI",https://www.mk.co.kr/article/10696585
[송승섭의 금융라이트]‘수류탄 투자'…휴지조각 된 코코본드,https://view.asiae.co.kr/article/2023032614200406760
[뉴스를 만나다] ‘베스트셀러 경제학자’ 장하준에게 듣다,https://news.kbs.co.kr/news/view.do?ncd=7635453&ref=A
“현 금융시장 불안정은 고금리의 역습… 금융위기까지는 가지 않을 듯”,https://weekly.donga.com/3/all/11/4041676/1
글로벌 금융시장 여전히 '살얼음판'...도이체방크 '부도위험',https://www.ytn.co.kr/_ln/0104_202303260753253786
"은행의 위기, 빅테크주·대형주와는 무슨 상관?[코주부]",https://www.sedaily.com/NewsView/29N6DPH6A1
전 세계 은행 위기는 과연 멈췄을까?,https://www.munhwa.com/news/view.html?no=2023032601039910015001
"[인터뷰] 임수강, 미 국채 위기 ‘가려진 팩트’를 말하다",https://vop.co.kr/A00001630317.html
세계로 전염된 금융위기…‘금’ 안전 피난처,http://www.metroseoul.co.kr/article/20230326500180
새 주인 찾은 파산 은행들…미국發 은행 위기 잦아들까,http://www.newsis.com/view/?id=NISX20230327_0002242497&cID=10101&pID=10100
"장하준 교수 ""SVB 파산은 2008년 금융위기 후속편""",http://www.dt.co.kr/contents.html?article_no=2023032802100563066001&ref=naver
끝나지 않은 은행 위기…K증시 보합권 등락 전망 [증시 개장 전 꼭 알아야 할 5가지],https://www.hankyung.com/finance/article/202303274796i
"IMF 총재 ""올해 세계 금융 계속 불안, 中 성장 기대""",http://www.fnnews.com/news/202303270853496101
"금융당국 ""은행 입출금 동향 이상없어""…실시간 점검 강화",https://www.yna.co.kr/view/AKR20230327026900002?input=1195m
작년 주담대·신용대출 연체액 증가율 ‘두자릿수’…“금융권 부실 비상”,http://www.joseilbo.com/news/news_read.php?uid=481907&class=18&grp=
카시카리 연은 총재 “금융위기로 미국 침체에 가까워져”,https://www.news1.kr/articles/4994027
[폴리뉴스-상생과통일포럼 제20차 경제산업포럼] 단체장 축사 모음…'혁신성장의 길을 찾아라',https://www.polinews.co.kr/news/articleView.html?idxno=605893
‘무보험 예금’ 금융위기 뇌관되나… 뱅크런 땐 200개 은행 파산 위험,http://www.segye.com/content/html/2023/03/27/20230327518743.html?OutUrl=naver
"캄보디아 재경부 차관 “글로벌 은행권 위기, 캄보디아에 큰 영향 없다”",https://www.businesspost.co.kr/BP?command=article_view&num=310300
"일론 머스크 ""새로운 금융위기 오고 있다"" 경고",https://zdnet.co.kr/view/?no=20230328083845
새 주인 찾은 SVB…은행 위기 한숨 돌리나,https://news.sbs.co.kr/news/endPage.do?news_id=N1007130942&plink=ORI&cooper=NAVER
"월드뱅크, 세계경제 '잃어버릴 10년' 경고",https://www.nocutnews.co.kr/news/5916913
"中 최대 흑자→적자국, 반도체는 거의 반토막…“금융위기 이후 최악”",https://www.joongang.co.kr/article/25150695
"“美SVB 사태, 2008년 금융위기 후속편… 韓도 예외 아냐”",https://www.donga.com/news/Culture/article/all/20230327/118546143/1
‘새로운 유형의 위기’ 전조? 2008년과 다른 은행발 금융불안,https://www.hani.co.kr/arti/economy/economy_general/1085424.html
"""은행 사태 소강 국면…상업용 부동산은 경제 펀더멘털 관건""",http://www.edaily.co.kr/news/newspath.asp?newsid=01436646635547912
"세계은행의 경고 ""잠재성장률 30년래 최저… 금융위기 땐 더 추락""",http://news.mt.co.kr/mtview.php?no=2023032810532497798
"산업은행 이전, 직원·경제·국회 패싱 논란",http://www.laborplus.co.kr/news/articleView.html?idxno=31234
글로벌 은행 위기와 세계경제 [제프리 삭스의 The New World Economy],http://news.heraldcorp.com/view.php?ud=20230328000379
"'2008년 금융위기 주범' CDS, 유럽 은행권 불안에 다시 '주의보'",https://www.yna.co.kr/view/AKR20230329047100009?input=1195m
뱅크데믹과 경기침체…한국 경제가 기댈 곳은 어디?[딥다이브],https://www.donga.com/news/Economy/article/all/20230329/118570028/1
"‘월가의 황제’ 다이먼, 미성년 성착취 엡스타인과 금융거래 확인... “해임 논의 진행 중”",https://biz.chosun.com/international/international_general/2023/03/29/YOKLKIE765C5LBB4ZHZU2BNH5E/?utm_source=naver&utm_medium=original&utm_campaign=biz
금융당국이 알아야 할 임진왜란의 ‘블랙스완’ [역사 속 경제이야기],http://www.segye.com/content/html/2023/03/28/20230328523923.html?OutUrl=naver
"""SVB 위기로 경기침체 방관 어려워…연준 금리인상 중단할 것""",http://www.edaily.co.kr/news/newspath.asp?newsid=01380886635548240
"리먼사태 베스트셀러 작가 또 증시폭락 경고...""은행 위기 증시 반영 덜돼""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202303290128&t=NN
"한은 금융안정국장 ""SVB·CS사태, 간접적 영향 가능성 있어""",http://www.joseilbo.com/news/news_read.php?uid=482159&class=18&grp=
"CS 위기 촉발시킨 '코코본드'…한국서도 불씨, 관건은 비은행권",https://www.joongang.co.kr/article/25151021
[YTN24] 전 세계 덮친 글로벌 은행 위기...뱅크데믹 파장은?,https://www.ytn.co.kr/_ln/0102_202303291952370763
"의회 청문회로 금융위기 재부각, 미증시 일제 하락(상보)",https://www.news1.kr/articles/4996877
"WSJ ""SVB 사태 진정?…'슬로모션' 은행 위기 올 수도""",http://www.newsis.com/view/?id=NISX20230330_0002247394&cID=10101&pID=10100
42년 금융관료 임종룡과 새내기 이복현의 어색한 만남,http://www.inews24.com/view/1580632
"기보, 국민·하나은행과 ‘복합 경제위기 극복’ 금융지원 협약",https://www.ekn.kr/web/view.php?key=20230330010007568
"김소영, 베트남 금융당국에 국내 금융사 진출 협조요청",https://view.asiae.co.kr/article/2023033013324538789
박승원 광명시장 “광명경제 살려 자영업자 소상공인 웃게 하겠다”,https://sports.donga.com/article/all/20230330/118584750/4
성범죄 엡스타인 때문에 위기 몰린 ‘월가 황제’,https://www.chosun.com/international/us/2023/03/30/J4QMISMQS5GZHDXDR4JWJUWVBY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
유동성 위기 겪은 생보사…'금융안정계정' 도입 목소리↑,http://www.greened.kr/news/articleView.html?idxno=302198
WSJ “은행위기 진정? ‘슬로모션’ 위기 온다”,https://www.joongang.co.kr/article/25151406
긴축이 부른 위기…K금융 새로운 도약의 기회로,https://www.sedaily.com/NewsView/29N88GA6WT
"美 채권거물 ""금융당국의 위기 진정 노력 불구 예금 완전복구 쉽지 않아""",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202303300228&t=NN
“조직 혁신은 소명이자 우리금융 미래” 닻 올린 임종룡 체제,https://weekly.donga.com/3/all/11/4056967/1
반도체 생산 금융위기 후 최대폭 감소…빛바랜 '트리플 증가',https://www.sedaily.com/NewsView/29N8PPWOVX
"트럼프 규제완화 비판한 美옐런 ""금융개혁, 균열 복구해야""",https://view.asiae.co.kr/article/2023033102330199441
"[뉴욕증시]""은행 위기는 주가 호재"" vs ""시장 너무 앞서 간다""",http://www.edaily.co.kr/news/newspath.asp?newsid=01289046635548896
작년 미국 월가 종사자 보너스 26% 급감…2008년 금융위기 이후 최대,https://www.bloter.net/news/articleView.html?idxno=600206
미국 금융위기에도 금리인상은 계속된다(상보),https://www.news1.kr/articles/5000077
"CS 위기 예상했던 투자가, 이번에는 일본은행 파산 경고",http://www.fnnews.com/news/202303311054513701
남아공은 '빅스텝'·베트남은 '피벗'…'각자도생' 시작됐다 [조미현의 외환·금융 워치],https://www.hankyung.com/economy/article/202303317290i
"한 자리 모인 금융권 수장들...당국 “지배구조 개선"" 지주회장단 ""역할·책임 다할 것""",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202303310852424430365
[미분양 위기 경보] 전문가가 제시한 해법은?,http://www.sisaweek.com/news/articleView.html?idxno=203807
‘은행으로 뛰어라’…위기를 예고한 노벨상의 '선견지명',http://www.edaily.co.kr/news/newspath.asp?newsid=01331686635571856
"“올해 경제전망, 지나치게 낙관적”…2008년 금융위기 다시 오나",http://news.heraldcorp.com/view.php?ud=20230331000723
사그라든 은행위기설…반도체 경기는 바닥 탈출?,http://news.bizwatch.co.kr/article/market/2023/03/31/0019
은행 위기에도 나스닥은 1분기 14.8% 올랐다 [뉴욕마감],http://news.mt.co.kr/mtview.php?no=2023040105562368883
"[리더스 프리즘] 금융위기, 안심할 때 아니다",https://www.joongang.co.kr/article/25151744
[속보]3월 은행위기 극복 축포…다우 415p 나스닥 208p ↑,http://news.mt.co.kr/mtview.php?no=2023040104531062120
4월 코스피 '박스권 장세' 뚫고 2500선 돌파하나,https://www.news1.kr/articles/5001161
"25년 만에 13개월 연속 무역적자…1분기, 작년 규모 절반 육박(종합 2보)",http://www.newsis.com/view/?id=NISX20230401_0002250005&cID=10401&pID=10400
"'특파원보고 세계는 지금' 세계가 중독된 중국산 마약! 펜타닐, 미국의 '틱톡 금지' 가능할까?",https://www.lecturernews.com/news/articleView.html?idxno=122699
“은행도 못믿어”…금쪽같은 내 돈 ‘이것’으로 지키세요 [자이앤트TV],https://www.mk.co.kr/article/10701308
감세·경기악화에 2년째 세수펑크?…위기때나 세수 뒷걸음질,https://www.hani.co.kr/arti/economy/economy_general/1086194.html
美 은행위기가 韓 금융사에 주는 다섯 가지 교훈 [한상춘의 국제경제 읽기],https://www.hankyung.com/finance/article/2023040200641
"[이번주 증시] 금융위기 우려 속 어닝시즌 개막, 삼전에 쏠린 눈",http://www.inews24.com/view/1580869
[신세돈의 경제통감]SVB발 금융위기는 없다,https://www.sedaily.com/NewsView/29O4TO669Q
미국·유럽 은행發 금융위기 오나···급한 불 껐다? 대출 막힌 실물 경제 어쩌나 [US REPORT],https://www.mk.co.kr/article/10695453
‘은행위기’ 불안에 日엔화 몸값 뛴다…BOJ ‘피벗’여부도 관심,https://www.joongang.co.kr/article/25151872
"美 통화긴축과 금융위기…1997년, 2008년 데자뷰?",http://www.metroseoul.co.kr/article/20230402500134
'숨겨진 축복'일까 '슬로모션 위기'일까…금융위기 보는 정반대 시선,https://www.nocutnews.co.kr/news/5920148
빨간불 켜진 미국 경제…‘닥터 둠’의 경고 “트릴레마 온다”,https://www.etoday.co.kr/news/view/2236606
"암브로세티 포럼 ""은행 위기, 유럽 아니라 미국이 문제""",http://news.einfomax.co.kr/news/articleView.html?idxno=4260606
“뇌관 터지면 금융시스템 위태”…한은 ‘부동산PF 부실’ 잇따라 경고,https://biz.chosun.com/policy/policy_sub/2023/04/03/BMWAXELUF5D6LLETIKARK6BJCY/?utm_source=naver&utm_medium=original&utm_campaign=biz
"수출 급감+원화 약세+OPEC 감산, 한국경제 '총체적 위기'(종합)",https://www.news1.kr/articles/5002693
MBN 뉴스7 오프닝 '하반기 경제 위기설' - 4월 3일,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=4917318
"[사설] 다중채무 절반 이상이 자영업자, 방치하면 금융위기 온다",http://www.dt.co.kr/contents.html?article_no=2023040402102369061002&ref=naver
"""올해 경제전망, 급격한 위기상황 반영 안 해…낙관 이르다""",https://www.etoday.co.kr/news/view/2236940
"[사설] 상승하는 은행 연체율, 금융당국 선제적 대응 해야",https://www.khan.co.kr/opinion/editorial/article/202304032041005
"더불어민주당 기본사회위원회, 제1차 토론회 '청년 첫 출발, 소상공인 새출발과 기본금융' 진행",http://www.newsworker.co.kr/news/articleView.html?idxno=199242
[오전 주요 국제금융뉴스] (3일),http://news.einfomax.co.kr/news/articleView.html?idxno=4260725
[FINANCIAL TIMES 제휴사 칼럼] 은행 위기 해결을 위한 4가지 방법,https://www.mk.co.kr/article/10703235
"5대 금융 회장 ""지정학적 위기, 글로벌 금융시스템 흔든다"" [미리보는 2023 FIND 서울국제금융포럼·A&D컨퍼런스]",http://www.fnnews.com/news/202304031919197804
